,timestamp,symbol,price_usd
0,2021-01-06 07:25:13,BTC,36170.42450668077
0,2021-01-06 07:30:13,BTC,36087.977960726224
0,2021-01-06 07:35:12,BTC,36018.79202506011
0,2021-01-06 07:40:12,BTC,36036.509541286054
0,2021-01-06 07:45:13,BTC,36074.408989778894
0,2021-01-06 07:50:12,BTC,36083.5163923416
0,2021-01-06 07:55:12,BTC,36070.66464224399
0,2021-01-06 08:00:13,BTC,36069.4191666487
0,2021-01-06 08:05:12,BTC,34680.61238555478
0,2021-01-06 08:10:12,BTC,36046.20048075499
0,2021-01-06 08:15:13,BTC,34860.65472886278
0,2021-01-06 08:20:13,BTC,34600.20149813907
0,2021-01-06 08:25:12,BTC,34605.12064541997
0,2021-01-06 08:30:12,BTC,34605.776315500334
0,2021-01-06 08:35:12,BTC,34420.496403554724
0,2021-01-06 08:40:12,BTC,34449.46841415337
0,2021-01-06 08:45:12,BTC,34464.421698750826
0,2021-01-06 08:50:12,BTC,34547.64562725156
0,2021-01-06 08:55:12,BTC,34536.02839639126
0,2021-01-06 09:00:13,BTC,34626.66251583263
0,2021-01-06 09:05:13,BTC,34504.92036546657
0,2021-01-06 09:10:12,BTC,34414.90610619408
0,2021-01-06 09:15:12,BTC,34122.737229068065
0,2021-01-06 09:20:12,BTC,33869.418928944244
0,2021-01-06 09:25:12,BTC,33872.19608145996
0,2021-01-06 09:30:12,BTC,33967.61297309493
0,2021-01-06 09:35:12,BTC,34025.092352958076
0,2021-01-06 09:40:12,BTC,34006.9096578402
0,2021-01-06 09:45:12,BTC,34093.214817657
0,2021-01-06 09:50:12,BTC,34093.34707543321
0,2021-01-06 09:55:13,BTC,34094.279915638166
0,2021-01-06 10:00:13,BTC,34068.8302834829
0,2021-01-06 10:05:13,BTC,34248.963147268376
0,2021-01-06 10:10:13,BTC,34243.69594966351
0,2021-01-06 10:15:12,BTC,34336.530019505364
0,2021-01-06 10:20:12,BTC,34387.20928696235
0,2021-01-06 10:25:12,BTC,34334.603420376625
0,2021-01-06 10:30:12,BTC,34319.39666417905
0,2021-01-06 10:35:12,BTC,34367.80977136708
0,2021-01-06 10:40:12,BTC,34470.46233883245
0,2021-01-06 10:45:13,BTC,34431.69486157745
0,2021-01-06 10:50:13,BTC,34586.538624469336
0,2021-01-06 10:55:13,BTC,34533.057165755126
0,2021-01-06 11:00:15,BTC,34537.55900161492
0,2021-01-06 11:05:13,BTC,34585.402040890855
0,2021-01-06 11:10:13,BTC,34898.65372375792
0,2021-01-06 11:15:12,BTC,34952.76349983719
0,2021-01-06 11:20:12,BTC,35193.852265946356
0,2021-01-06 11:25:12,BTC,35013.60925032951
0,2021-01-06 20:11:17,BTC,34641.38875244983
